Solar_Irradiance,Slope,NDVI,Distance_to_Grid,Land_Use,Suitability_Label
827.356854418565,21.5717831484455,-0.945158389796853,19.5943814293981,2,0
802.069712729652,44.1556891170787,-0.559228937370141,22.4894646761794,2,0
746.304143100363,23.4575094369313,-0.393715317480599,4.45915823746597,3,0
845.193194632458,12.3628399328593,-0.292668212482595,24.5018762242385,3,0
552.390198167608,3.24098471416392,0.615203785762218,21.8952302798067,1,0
830.236805407526,38.7562525464734,-0.517240138110802,12.9411611914895,2,0
678.249088352353,8.71831925251994,0.293741685064144,47.9586164928899,2,0
667.904936738023,19.4968648562915,0.614083408147724,24.1335407010838,2,0
850.964101286021,40.9742354583635,-0.511527498416448,5.32507115723306,3,0
791.335007654857,18.6494173856791,-0.698259143203367,39.6117624794091,2,0
600.27173708912,8.68916652700069,-0.676549379841865,22.936176046914,2,0
841.925532625389,1.05495386534913,-0.0263864996746841,2.23972239301984,3,0
527.416707804444,36.7107345456111,0.359969980175867,36.9196258711011,2,0
788.016271659256,39.3672310006265,-0.3645795349354,14.5204545948129,2,0
854.757851704339,6.49001675830179,-0.00114176503474583,5.70905101002402,3,0
891.399070061864,13.8580870070528,-0.206928275505671,47.3978600600747,3,0
709.47191990803,6.61625145589491,0.252649704711555,45.7693540823666,3,0
896.965165901013,13.1082357132672,-0.72253183814929,27.6470615376827,3,0
857.9351115963,12.1185990085523,0.715343000178549,15.220597452232,3,0
542.339814233482,1.43860947531188,0.197237352650576,30.6918601446447,1,0
988.843567911538,33.4889953799351,-0.90016411400003,33.1560244970047,1,0
769.673343469271,10.4809500338646,0.509683104645451,48.8838302743305,3,0
822.291913411813,19.6498953929004,0.965191224179762,20.6882041835779,3,0
987.518902966987,8.25796984316868,0.342568669263457,38.7821754280062,2,0
618.502785534354,34.1336605068526,0.996041254652429,23.3100677832982,2,0
783.181441364707,24.9332721877981,-0.651353197672564,33.0434022964814,2,0
699.138699735963,25.7532799938001,0.158459329466371,39.3991347123717,1,0
806.408260720431,28.2267719413283,0.467450000722666,45.0964253739906,3,0
925.612406180211,25.8548144270113,0.141206226667156,38.7074316810997,3,0
693.168766367841,10.6157440226908,-0.746162834783047,44.3440622985346,2,0
637.65300308118,3.24578459802128,-0.485981790160691,42.7174200902385,1,0
596.04462782818,31.3636798451853,0.115041143398675,48.73612764386,1,0
907.112294514473,1.85188012920031,-0.749987218373389,2.63527739343096,1,0
776.791332239647,9.87052258188986,0.842907066057912,48.1765911431284,2,0
534.502222930039,25.4175658478857,-0.238896962863783,46.8292698881962,2,0
632.873397935554,17.8226873341967,0.0021324139777672,14.5143118014573,3,0
528.573542485134,9.62586188859717,0.370923172298961,14.2533796857912,1,0
632.210072115087,1.73582314515272,-0.562623975053593,4.17812018080276,2,0
939.878004229442,12.1136255562114,-0.986534517136672,2.00426025374366,2,0
587.354132730917,41.508946131712,-0.978687339496059,33.452037767831,1,0
652.082232421424,16.4923529290951,0.813691219759043,7.53038904734817,2,0
699.156222857942,33.1350329645232,-0.181094032187982,35.8246139053604,2,0
577.154342633022,19.3455161150587,-0.679081749268007,9.92635435856342,2,0
515.365111259471,38.1393933037494,-0.206737225880238,34.3837356355927,3,0
972.358391038391,21.8423131212933,-0.0307076152756645,49.4633891392607,3,0
662.521311779071,23.7533324653016,0.489366142239857,11.022049953341,1,0
888.307605143561,42.3239809067312,0.0444057781767533,33.1011789317138,2,0
754.68415947994,33.2423357371575,0.100979046068668,13.9409218164956,1,0
928.103319531102,32.6538880793203,-0.705110075017721,4.19953897735789,2,0
585.839107991603,38.8604545590069,0.574798257463504,12.3950369639987,2,0
705.871088254579,12.1550083260933,-0.653408877975696,10.1225690577346,1,0
971.489751264049,11.0387836713743,0.252126144799409,31.9234716511466,1,0
855.293495888013,18.7324571528656,0.368873289515761,21.3969072245052,2,0
935.96327848843,14.1535235077918,-0.749795488605521,6.80876533799775,2,0
510.874632822635,13.7747522685531,0.120024715099482,10.2644911249002,1,0
610.503141530169,10.302683360866,-0.818554725081611,3.27626170568236,1,0
886.671271645896,35.234219178109,-0.474060355755931,26.7911591248424,2,0
982.959521755857,2.13164543271054,-0.0491624310734198,7.11970223605987,1,0
748.77030198426,26.4944994597618,-0.0380290432524861,21.850919917791,3,0
691.708176728944,37.9623175689993,-0.233378148876043,38.0513862262421,3,0
927.728942603214,13.1986687453113,-0.11439048677229,31.6492424344752,3,0
891.911718773188,26.609626544431,-0.104433243255015,34.8188861716844,1,0
901.75533789222,24.290206043059,0.836308787809011,0.749384640056383,3,0
936.211781629214,42.9173865014924,-0.614182840173202,35.2411912995084,1,0
856.828780698242,25.4427780619975,0.724575766321714,13.9095901282997,1,0
518.064079262751,7.27845845511303,-0.169111311254794,15.6364085803499,3,0
881.817996699244,8.51410977502789,-0.718285418098968,39.9204137264737,1,0
540.098920378314,18.6733608568109,0.366748820531735,16.2855970107002,2,0
900.120636728416,38.7099432081417,0.800293340840629,7.80149010575151,2,0
845.063348135753,8.11115404706592,-0.0739871613802139,48.0568636118148,3,0
579.982511667116,43.6126609590671,-0.254900452187606,49.4085739444314,2,0
774.698908701565,26.4499474282559,0.207031620050913,26.3024800600606,3,0
853.838601363804,30.5028238526499,-0.861929928757698,26.9758844084005,1,0
881.620452004988,30.3685102515034,-0.729553114076255,13.6844245765056,1,0
680.11852617178,4.25627505463179,-0.656240831344116,48.339520225946,2,0
807.645868297522,12.990273254015,0.880038039739417,45.0140181392007,3,0
983.221423902797,38.9510940453337,0.581741386101096,30.7388565221717,2,0
694.354313217348,30.8551390353059,0.428786535020448,30.627645210913,3,0
566.662091410264,8.64507285683542,-0.488343477189504,47.2444684623189,1,0
766.082099545497,11.9058879273448,0.0448013081667837,33.2116440706828,2,0
767.2050955357,34.322670594272,-0.641655253572713,4.7955909309655,1,0
735.746751819952,30.0718249345726,0.658559977434377,3.04954287093562,1,0
672.390071873342,39.8080539676298,-0.117256386387941,20.1641451243932,1,0
538.331489940335,38.6663973132569,0.440098096457641,22.6967951579197,2,0
790.290754582405,13.6786956234523,0.365144896519877,28.8975990655066,3,0
840.531234601917,14.3031990947219,-0.709257843511697,21.7696715307047,3,0
792.860125089426,24.8508460397886,-0.21975632957602,33.720659480149,3,0
961.396292214393,44.6065535774483,0.379129661975962,4.34828219946376,1,0
971.364180317646,2.62254704440798,-0.160537894264075,23.6775278353949,1,0
500.104508575345,24.4576098567287,-0.490218708845292,17.657358602896,1,0
866.820012974906,22.1090212139908,0.194906714870449,14.5342460615277,1,0
916.592207379509,5.21588823588744,0.876881932144242,36.0932687969398,2,0
976.812951201592,29.8899358740506,-0.804942481439129,46.6655132060326,3,0
505.241470318242,4.77008406243878,-0.57846738491072,0.940911906164937,1,0
610.919591570031,15.9841118643839,-0.69477901225995,9.2711724006401,1,0
609.599704370151,37.4672137592545,-0.922023336921418,42.6213316789526,2,0
925.680783135091,9.44168577868399,-0.436444948567502,35.8471471848605,1,0
532.607879749602,43.0362873294709,0.0772839914016648,45.2798569247088,1,0
694.978052154338,21.2046679738399,0.786887700819847,44.156462764444,3,0
836.218981801647,28.5539698309633,0.740043855009699,8.78847349221386,2,0
905.120496036768,5.90126072687858,-0.338338974714072,7.25085069818738,2,0
567.864341923692,26.0542985613912,0.607957646498285,33.8049658229613,3,0
960.136501997485,42.0150565792344,-0.875855805656263,26.5837892727137,2,0
794.622977238298,42.4837632796432,-0.195476638605303,4.66911854964158,3,0
701.559362218331,30.9826913485452,0.969688901798344,42.2870788312973,3,0
873.530549473683,43.7433375341202,-0.690778756637663,46.6569607738457,3,0
502.399739804697,28.4790041503183,-0.228966266821502,45.5148631989357,1,0
808.741742839469,3.71954820174414,0.125073077534426,26.4048075263386,2,0
526.946807052285,0.695939372729095,-0.744224463341712,31.6915464638694,1,0
